Category: All categories

DMA,Heber City: (9/8/24 - 9/8/25)
Salt Lake City UT,100
Twin Falls ID,8
Yuma AZ-El Centro CA,6
Idaho Falls-Pocatello ID,6
Little Rock-Pine Bluff AR,4
Casper-Riverton WY,4
Grand Junction-Montrose CO,4
Boise ID,2
"Billings, MT",2
Butte-Bozeman MT,2
Phoenix AZ,1
Cheyenne WY-Scottsbluff NE,1
Missoula MT,1
Las Vegas NV,1
Denver CO,1
Reno NV,<1
Rapid City SD,<1
Bend OR,<1
Albuquerque-Santa Fe NM,<1
Tucson (Sierra Vista) AZ,<1
Palm Springs CA,<1
Spokane WA,<1
Anchorage AK,<1
Colorado Springs-Pueblo CO,<1
San Diego CA,<1
Minot-Bismarck-Dickinson(Williston) ND,<1
Wausau-Rhinelander WI,<1
Portland OR,<1
Rochester MN-Mason City IA-Austin MN,<1
Eugene OR,<1
Honolulu HI,<1
Los Angeles CA,<1
Yakima-Pasco-Richland-Kennewick WA,<1
Medford-Klamath Falls OR,<1
Santa Barbara-Santa Maria-San Luis Obispo CA,<1
Omaha NE,<1
Chico-Redding CA,<1
Seattle-Tacoma WA,<1
Sacramento-Stockton-Modesto CA,<1
Memphis TN,<1
Dallas-Ft. Worth TX,<1
Springfield MO,<1
West Palm Beach-Ft. Pierce FL,<1
Ft. Smith-Fayetteville-Springdale-Rogers AR,<1
San Francisco-Oakland-San Jose CA,<1
Austin TX,<1
San Antonio TX,<1
Burlington VT-Plattsburgh NY,<1
Rochester NY,<1
Bakersfield CA,<1
Lincoln & Hastings-Kearney NE,<1
Fargo-Valley City ND,<1
Green Bay-Appleton WI,<1
Jacksonville FL,<1
Charleston SC,<1
Sioux Falls(Mitchell) SD,<1
Washington DC (Hagerstown MD),<1
Nashville TN,<1
Dayton OH,<1
Baton Rouge LA,<1
Chicago IL,<1
Oklahoma City OK,<1
Miami-Ft. Lauderdale FL,<1
Houston TX,<1
New York NY,<1
New Orleans LA,<1
Atlanta GA,<1
Monterey-Salinas CA,<1
Waco-Temple-Bryan TX,<1
Tulsa OK,<1
Knoxville TN,<1
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,<1
Fresno-Visalia CA,<1
Tampa-St. Petersburg (Sarasota) FL,<1
Birmingham AL,<1
Chattanooga TN,<1
St. Louis MO,<1
Ft. Myers-Naples FL,<1
Hartford & New Haven CT,<1
Orlando-Daytona Beach-Melbourne FL,<1
Buffalo NY,<1
Richmond-Petersburg VA,<1
Milwaukee WI,<1
Kansas City MO,<1
Minneapolis-St. Paul MN,<1
Cincinnati OH,<1
Madison WI,<1
Cleveland-Akron (Canton) OH,<1
Portland-Auburn ME,<1
Boston MA-Manchester NH,<1
Charlotte NC,<1
Louisville KY,<1
Columbus OH,<1
Indianapolis IN,<1
Harrisburg-Lancaster-Lebanon-York PA,<1
Raleigh-Durham (Fayetteville) NC,<1
Greenville-Spartanburg SC-Asheville NC-Anderson SC,<1
Mobile AL-Pensacola (Ft. Walton Beach) FL,<1
Philadelphia PA,<1
Wilkes Barre-Scranton PA,<1
Columbia SC,<1
Syracuse NY,<1
Wichita-Hutchinson KS,<1
Des Moines-Ames IA,<1
Detroit MI,<1
Grand Rapids-Kalamazoo-Battle Creek MI,<1
Pittsburgh PA,<1
Norfolk-Portsmouth-Newport News VA,<1
Greensboro-High Point-Winston Salem NC,<1
Albany-Schenectady-Troy NY,<1
Providence RI-New Bedford MA,<1
Baltimore MD,<1
Panama City FL,<1
Odessa-Midland TX,<1
Terre Haute IN,
Monroe LA-El Dorado AR,
Charleston-Huntington WV,
St. Joseph MO,
Lafayette LA,
Lake Charles LA,
Alexandria LA,
Greenwood-Greenville MS,
Champaign & Springfield-Decatur IL,
Evansville IN,
Elmira NY,
Lubbock TX,
Bluefield-Beckley-Oak Hill WV,
Harlingen-Weslaco-Brownsville-McAllen TX,
Sherman TX-Ada OK,
Lima OH,
Amarillo TX,
San Angelo TX,
Abilene-Sweetwater TX,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,
Ottumwa IA-Kirksville MO,
Wheeling WV-Steubenville OH,
Columbus-Tupelo-West Point MS,
Peoria-Bloomington IL,
Duluth MN-Superior WI,
Harrisonburg VA,
Victoria TX,
Davenport IA-Rock Island-Moline IL,
Florence-Myrtle Beach SC,
Marquette MI,
Huntsville-Decatur (Florence) AL,
Beaumont-Port Arthur TX,
Presque Isle ME,
Montgomery (Selma) AL,
La Crosse-Eau Claire WI,
Lansing MI,
Tyler-Longview(Lufkin & Nacogdoches) TX,
Hattiesburg-Laurel MS,
Meridian MS,
Wilmington NC,
Quincy IL-Hannibal MO-Keokuk IA,
Jackson MS,
Watertown NY,
Toledo OH,
Sioux City IA,
Jonesboro AR,
Bowling Green KY,
Mankato MN,
North Platte NE,
Greenville-New Bern-Washington NC,
Roanoke-Lynchburg VA,
Fairbanks AK,
Biloxi-Gulfport MS,
Juneau AK,
Laredo TX,
Springfield-Holyoke MA,
Lexington KY,
Traverse City-Cadillac MI,
Bangor ME,
Great Falls MT,
Youngstown OH,
Johnstown-Altoona PA,
Shreveport LA,
Salisbury MD,
Rockford IL,
Tri-Cities TN-VA,
Tallahassee FL-Thomasville GA,
El Paso TX,
Helena MT,
Dothan AL,
Topeka KS,
Utica NY,
Albany GA,
Columbus GA,
Columbia-Jefferson City MO,
Glendive MT,
Augusta GA,
Joplin MO-Pittsburg KS,
Eureka CA,
Corpus Christi TX,
Erie PA,
Clarksburg-Weston WV,
Parkersburg WV,
Flint-Saginaw-Bay City MI,
Zanesville OH,
Gainesville FL,
Ft. Wayne IN,
South Bend-Elkhart IN,
Savannah GA,
Charlottesville VA,
Alpena MI,
Lafayette IN,
Macon GA,
Binghamton NY,
Wichita Falls TX & Lawton OK,
Jackson TN,
