Category: All categories

DMA,Kamas: (9/8/24 - 9/8/25)
Salt Lake City UT,100
Twin Falls ID,5
Idaho Falls-Pocatello ID,5
Butte-Bozeman MT,4
Denver CO,1
Las Vegas NV,1
Boise ID,1
Reno NV,1
Spokane WA,<1
Des Moines-Ames IA,<1
Phoenix AZ,<1
West Palm Beach-Ft. Pierce FL,<1
Madison WI,<1
Tucson (Sierra Vista) AZ,<1
New Orleans LA,<1
Portland OR,<1
San Diego CA,<1
Sacramento-Stockton-Modesto CA,<1
Seattle-Tacoma WA,<1
Los Angeles CA,<1
Kansas City MO,<1
Fresno-Visalia CA,<1
Houston TX,<1
Chicago IL,<1
Jacksonville FL,<1
San Francisco-Oakland-San Jose CA,<1
Austin TX,<1
Cincinnati OH,<1
Minneapolis-St. Paul MN,<1
Orlando-Daytona Beach-Melbourne FL,<1
Washington DC (Hagerstown MD),<1
Dallas-Ft. Worth TX,<1
New York NY,<1
Boston MA-Manchester NH,<1
Cleveland-Akron (Canton) OH,<1
Tampa-St. Petersburg (Sarasota) FL,<1
Atlanta GA,<1
San Antonio TX,<1
St. Louis MO,<1
Pittsburgh PA,<1
Philadelphia PA,<1
Detroit MI,<1
Miami-Ft. Lauderdale FL,<1
Raleigh-Durham (Fayetteville) NC,<1
Charlotte NC,<1
Tyler-Longview(Lufkin & Nacogdoches) TX,<1
Nashville TN,<1
Columbus OH,<1
Hartford & New Haven CT,<1
Baltimore MD,<1
Portland-Auburn ME,
Monroe LA-El Dorado AR,
Presque Isle ME,
Marquette MI,
Wheeling WV-Steubenville OH,
Syracuse NY,
Richmond-Petersburg VA,
Knoxville TN,
Lima OH,
Bluefield-Beckley-Oak Hill WV,
Wilmington NC,
Watertown NY,
Grand Rapids-Kalamazoo-Battle Creek MI,
Charleston-Huntington WV,
Elmira NY,
Harrisburg-Lancaster-Lebanon-York PA,
Greenville-Spartanburg SC-Asheville NC-Anderson SC,
Harrisonburg VA,
Florence-Myrtle Beach SC,
Ft. Myers-Naples FL,
Roanoke-Lynchburg VA,
Johnstown-Altoona PA,
Chattanooga TN,
Salisbury MD,
Wilkes Barre-Scranton PA,
Terre Haute IN,
Lafayette IN,
Alpena MI,
Charlottesville VA,
South Bend-Elkhart IN,
Gainesville FL,
Zanesville OH,
Parkersburg WV,
Clarksburg-Weston WV,
Corpus Christi TX,
Toledo OH,
Joplin MO-Pittsburg KS,
Columbia-Jefferson City MO,
Topeka KS,
Dothan AL,
Columbia SC,
Rockford IL,
Rochester MN-Mason City IA-Austin MN,
Shreveport LA,
Greenville-New Bern-Washington NC,
Norfolk-Portsmouth-Newport News VA,
Milwaukee WI,
Springfield-Holyoke MA,
Springfield MO,
Dayton OH,
Lexington KY,
Sioux City IA,
Waco-Temple-Bryan TX,
Victoria TX,
Wichita Falls TX & Lawton OK,
Traverse City-Cadillac MI,
Binghamton NY,
Ottumwa IA-Kirksville MO,
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,
Odessa-Midland TX,
Amarillo TX,
Rochester NY,
Harlingen-Weslaco-Brownsville-McAllen TX,
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,
St. Joseph MO,
Jackson TN,
Memphis TN,
Bangor ME,
Lafayette LA,
Lake Charles LA,
Alexandria LA,
Greenwood-Greenville MS,
Champaign & Springfield-Decatur IL,
Evansville IN,
Oklahoma City OK,
Lubbock TX,
Omaha NE,
Panama City FL,
Sherman TX-Ada OK,
Green Bay-Appleton WI,
Lansing MI,
San Angelo TX,
Abilene-Sweetwater TX,
Albany-Schenectady-Troy NY,
Ft. Smith-Fayetteville-Springdale-Rogers AR,
Tulsa OK,
Columbus-Tupelo-West Point MS,
Peoria-Bloomington IL,
Duluth MN-Superior WI,
Wichita-Hutchinson KS,
Tri-Cities TN-VA,
Davenport IA-Rock Island-Moline IL,
Mobile AL-Pensacola (Ft. Walton Beach) FL,
Minot-Bismarck-Dickinson(Williston) ND,
Huntsville-Decatur (Florence) AL,
Beaumont-Port Arthur TX,
Little Rock-Pine Bluff AR,
Montgomery (Selma) AL,
La Crosse-Eau Claire WI,
Wausau-Rhinelander WI,
Tallahassee FL-Thomasville GA,
Hattiesburg-Laurel MS,
Meridian MS,
Baton Rouge LA,
Quincy IL-Hannibal MO-Keokuk IA,
Jackson MS,
Lincoln & Hastings-Kearney NE,
Fargo-Valley City ND,
Sioux Falls(Mitchell) SD,
Jonesboro AR,
Bowling Green KY,
Mankato MN,
North Platte NE,
Anchorage AK,
Honolulu HI,
Fairbanks AK,
Biloxi-Gulfport MS,
Juneau AK,
Laredo TX,
Louisville KY,
Colorado Springs-Pueblo CO,
Indianapolis IN,
Utica NY,
Great Falls MT,
"Billings, MT",
Albany GA,
Burlington VT-Plattsburgh NY,
Cheyenne WY-Scottsbluff NE,
Columbus GA,
Missoula MT,
Rapid City SD,
El Paso TX,
Helena MT,
Casper-Riverton WY,
Providence RI-New Bedford MA,
Yuma AZ-El Centro CA,
Grand Junction-Montrose CO,
Augusta GA,
Albuquerque-Santa Fe NM,
Glendive MT,
Bakersfield CA,
Eugene OR,
Eureka CA,
Charleston SC,
Palm Springs CA,
Greensboro-High Point-Winston Salem NC,
Yakima-Pasco-Richland-Kennewick WA,
Erie PA,
Medford-Klamath Falls OR,
Buffalo NY,
Flint-Saginaw-Bay City MI,
Bend OR,
Ft. Wayne IN,
Monterey-Salinas CA,
Savannah GA,
Santa Barbara-Santa Maria-San Luis Obispo CA,
Macon GA,
Birmingham AL,
Chico-Redding CA,
Youngstown OH,
